Run,Assay Type,AvgSpotLen,Bank,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Drug_concentration_ug/ml,Experiment,Generations,Genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,Strain,TEST,Time,TREATMENT
SRR7686698,Tn-Seq,51,G4,429470439,PRJNA485590,SAMN09810077,"Microbe\, viral or environmental",202605164,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547217,0_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG4_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG4_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686699,Tn-Seq,51,G3,751722252,PRJNA485590,SAMN09810074,"Microbe\, viral or environmental",355861705,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547216,0_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG3_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG3_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686700,Tn-Seq,51,G3,470039868,PRJNA485590,SAMN09810075,"Microbe\, viral or environmental",221010920,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1.1,SRX4547215,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_1_1_CIP_BG3_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_1_1_CIP_BG3_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686701,Tn-Seq,51,G16,423708408,PRJNA485590,SAMN09810072,"Microbe\, viral or environmental",197037005,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1.1,SRX4547214,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_1_1_CIP_BG16_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_1_1_CIP_BG16_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686702,Tn-Seq,51,G16,438984285,PRJNA485590,SAMN09810073,"Microbe\, viral or environmental",203758086,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547213,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG16_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG16_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686703,Tn-Seq,51,G15,481793124,PRJNA485590,SAMN09810070,"Microbe\, viral or environmental",222000656,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547212,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG15_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG15_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686704,Tn-Seq,51,G16,647736108,PRJNA485590,SAMN09810071,"Microbe\, viral or environmental",293769937,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547211,0_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG16_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG16_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686705,Tn-Seq,51,G15,646307037,PRJNA485590,SAMN09810068,"Microbe\, viral or environmental",300248429,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547210,0_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG15_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG15_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686706,Tn-Seq,51,G15,449993655,PRJNA485590,SAMN09810069,"Microbe\, viral or environmental",206267664,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1.1,SRX4547209,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_1_1_CIP_BG15_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_1_1_CIP_BG15_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686707,Tn-Seq,51,GP10,451415025,PRJNA485590,SAMN09810116,"Microbe\, viral or environmental",230465718,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547208,0_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP10_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP10_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686708,Tn-Seq,51,GP10,502237188,PRJNA485590,SAMN09810117,"Microbe\, viral or environmental",256733619,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",13-14,SRX4547207,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_13_CIP_BGP10_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_13_CIP_BGP10_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686709,Tn-Seq,51,GP8,244228290,PRJNA485590,SAMN09810114,"Microbe\, viral or environmental",133763832,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",13-14,SRX4547206,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_13_CIP_BGP8_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_13_CIP_BGP8_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686710,Tn-Seq,51,GP8,318438645,PRJNA485590,SAMN09810115,"Microbe\, viral or environmental",161165579,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547205,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP8_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP8_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686711,Tn-Seq,51,GP7,447731805,PRJNA485590,SAMN09810112,"Microbe\, viral or environmental",226363425,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547204,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP7_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP7_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686712,Tn-Seq,51,GP8,362714856,PRJNA485590,SAMN09810113,"Microbe\, viral or environmental",181482398,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547203,0_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP8_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP8_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686713,Tn-Seq,51,GP7,401230464,PRJNA485590,SAMN09810110,"Microbe\, viral or environmental",203639992,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547202,0_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP7_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP7_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686714,Tn-Seq,51,GP7,506816427,PRJNA485590,SAMN09810111,"Microbe\, viral or environmental",255278178,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",13-14,SRX4547201,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_13_CIP_BGP7_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_13_CIP_BGP7_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686715,Tn-Seq,51,GP5,382419930,PRJNA485590,SAMN09810108,"Microbe\, viral or environmental",192038426,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",13-14,SRX4547200,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_13_CIP_BGP5_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_13_CIP_BGP5_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686716,Tn-Seq,51,GP5,170265387,PRJNA485590,SAMN09810109,"Microbe\, viral or environmental",86042938,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547199,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP5_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP5_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686717,Tn-Seq,51,G12,461342175,PRJNA485590,SAMN09810061,"Microbe\, viral or environmental",211550194,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547198,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG12_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG12_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686718,Tn-Seq,51,G12,423737019,PRJNA485590,SAMN09810060,"Microbe\, viral or environmental",195552060,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1.1,SRX4547197,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_1_1_CIP_BG12_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_1_1_CIP_BG12_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686719,Tn-Seq,51,G12,571853820,PRJNA485590,SAMN09810059,"Microbe\, viral or environmental",263124858,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547196,0_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG12_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG12_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686720,Tn-Seq,51,G11,800932101,PRJNA485590,SAMN09810058,"Microbe\, viral or environmental",365728606,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547195,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG11_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG11_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686721,Tn-Seq,51,G14,675266724,PRJNA485590,SAMN09810065,"Microbe\, viral or environmental",311910431,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547194,0_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG14_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG14_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686722,Tn-Seq,51,G13,576115737,PRJNA485590,SAMN09810064,"Microbe\, viral or environmental",264693566,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547193,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG13_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG13_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686723,Tn-Seq,51,G13,441414282,PRJNA485590,SAMN09810063,"Microbe\, viral or environmental",200660955,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1.1,SRX4547192,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_1_1_CIP_BG13_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_1_1_CIP_BG13_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686724,Tn-Seq,51,G13,641873250,PRJNA485590,SAMN09810062,"Microbe\, viral or environmental",301247661,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547191,0_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG13_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG13_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686725,Tn-Seq,51,G14,410434638,PRJNA485590,SAMN09810067,"Microbe\, viral or environmental",190232601,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547190,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG14_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG14_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686726,Tn-Seq,51,G14,477962361,PRJNA485590,SAMN09810066,"Microbe\, viral or environmental",219285207,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1.1,SRX4547189,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_1_1_CIP_BG14_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_1_1_CIP_BG14_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686727,Tn-Seq,51,GP13,369197772,PRJNA485590,SAMN09810127,"Microbe\, viral or environmental",188629616,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547188,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP13_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP13_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686728,Tn-Seq,51,GP13,722258124,PRJNA485590,SAMN09810126,"Microbe\, viral or environmental",364677130,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",13-14,SRX4547187,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_13_CIP_BGP13_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_13_CIP_BGP13_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686729,Tn-Seq,51,GP12,439874898,PRJNA485590,SAMN09810123,"Microbe\, viral or environmental",220797465,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",13-14,SRX4547186,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_13_CIP_BGP12_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_13_CIP_BGP12_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686730,Tn-Seq,51,GP12,335479785,PRJNA485590,SAMN09810122,"Microbe\, viral or environmental",173550423,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547185,0_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP12_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP12_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686731,Tn-Seq,51,GP13,396170040,PRJNA485590,SAMN09810125,"Microbe\, viral or environmental",202024527,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547184,0_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP13_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP13_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686732,Tn-Seq,51,GP12,492419025,PRJNA485590,SAMN09810124,"Microbe\, viral or environmental",248988972,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547183,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP12_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP12_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686733,Tn-Seq,51,GP11,387287421,PRJNA485590,SAMN09810119,"Microbe\, viral or environmental",197251619,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547182,0_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP11_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP11_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686734,Tn-Seq,51,GP10,592500456,PRJNA485590,SAMN09810118,"Microbe\, viral or environmental",300175854,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547181,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP10_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP10_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686735,Tn-Seq,51,GP11,410320806,PRJNA485590,SAMN09810121,"Microbe\, viral or environmental",208596001,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547180,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP11_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP11_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686736,Tn-Seq,51,GP11,425098413,PRJNA485590,SAMN09810120,"Microbe\, viral or environmental",216608450,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",13-14,SRX4547179,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_13_CIP_BGP11_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_13_CIP_BGP11_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686737,Tn-Seq,51,G11,510928761,PRJNA485590,SAMN09810056,"Microbe\, viral or environmental",236911614,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547178,0_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG11_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG11_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686738,Tn-Seq,51,G11,525388893,PRJNA485590,SAMN09810057,"Microbe\, viral or environmental",243167924,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1.1,SRX4547177,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_1_1_CIP_BG11_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_1_1_CIP_BG11_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686739,Tn-Seq,51,NM1,668814306,PRJNA485590,SAMN09810052,"Microbe\, viral or environmental",316020875,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547176,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BNM1_T1_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BNM1_T1_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T1,CIP
